top1_success,top10_hits,best_percentile,normalized_regret,unique_loci,invalid_action_rate,cost_usd,DMS_id,seed,method
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,thompson
0,14,97.55772131337744,0.3752481043338775,12,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,prior_first_al
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,folde_lite
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,cider_fixed
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,cider_qwen35_4b
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,cider_qwen3_8b
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,11,cider_gpt_oss_20b
0,13,97.99860772711452,0.3588265180587768,39,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,random
0,14,97.55772131337744,0.3752481043338775,12,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,plm_greedy
0,15,97.55772131337744,0.3752481043338775,17,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,plm_diverse
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,ucb
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,ei
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,thompson
0,14,97.55772131337744,0.3752481043338775,12,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,prior_first_al
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,folde_lite
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,cider_fixed
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,cider_qwen35_4b
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,cider_qwen3_8b
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,23,cider_gpt_oss_20b
0,8,98.4317592914878,0.3416111171245575,40,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,random
0,14,97.55772131337744,0.3752481043338775,12,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,plm_greedy
0,15,97.55772131337744,0.3752481043338775,17,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,plm_diverse
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,ucb
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,ei
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,thompson
0,14,97.55772131337744,0.3752481043338775,12,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,prior_first_al
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,folde_lite
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,cider_fixed
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,cider_qwen35_4b
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,cider_qwen3_8b
1,13,99.55911358626292,0.2501433491706848,21,0.0,0.0,GFP_AEQVI_Sarkisyan_2016,37,cider_gpt_oss_20b
0,4,96.77990927990928,0.5584417581558228,25,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,random
0,16,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,plm_greedy
0,3,98.84709884709883,0.463655024766922,16,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,plm_diverse
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,ucb
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,ei
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,thompson
0,16,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,prior_first_al
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,folde_lite
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,cider_fixed
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,cider_qwen35_4b
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,cider_qwen3_8b
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,11,cider_gpt_oss_20b
0,2,94.99621999622,0.6014591455459595,25,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,random
0,16,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,plm_greedy
0,3,98.84709884709883,0.463655024766922,16,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,plm_diverse
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,ucb
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,ei
0,17,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,thompson
0,16,98.84709884709883,0.463655024766922,3,0.0,0.0,CAPSD_AAV2S_Sinai_2021,23,prior_first_al
